,County,City,Postal_Code,Model_Year,Make,Model,Electric_Range,Legislative_District,Vehicle_Location,Electric_Utility,Vehicle_Type,CAFV_Eligibility,Electric_Range_Category,VID
32887,King,Seattle,98105,2014,BMW,I3,81,43.0,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Low,karsten.stien@example.com
32890,Whatcom,Everson,98247,2012,TOYOTA,PRIUS PLUG-IN,6,42.0,POINT (-122.34536 48.92009),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,PHEV,N,Low,sandra.henriquez@example.com
32896,King,Issaquah,98029,2018,CHEVROLET,VOLT,53,5.0,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,andron.gaponenko@example.com
32916,Kitsap,Bremerton,98311,2013,TESLA,MODEL S,208,23.0,POINT (-122.6462 47.63132),PUGET SOUND ENERGY INC,BEV,Y,Mid,luz.alvarez@example.com
32921,Kitsap,Bremerton,98312,2016,BMW,I3,72,26.0,POINT (-122.66122 47.56573),PUGET SOUND ENERGY INC,PHEV,Y,Low,geoff.curtis@example.com
32931,King,Algona,98001,2018,TESLA,MODEL X,238,30.0,POINT (-122.23035 47.3074),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,wannes.hillebrand@example.com
32945,King,Seattle,98119,2021,BMW,X3,17,36.0,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,pilar.nunez@example.com
32946,Snohomish,Granite Falls,98252,2020,TESLA,MODEL 3,322,39.0,POINT (-121.96931 48.08157),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,BEV,Y,High,amaury.lefebvre@example.com
32948,Thurston,Lacey,98503,2017,TESLA,MODEL S,210,22.0,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,BEV,Y,Mid,david.vazquez@example.com
32952,Pierce,South Hill,98374,2022,AUDI,Q5,23,25.0,POINT (-122.28449 47.146),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,N,Low,serafima.sokolenko@example.com
32971,Skagit,Mount Vernon,98273,2021,JEEP,WRANGLER,25,40.0,POINT (-122.33891 48.41644),PUGET SOUND ENERGY INC,PHEV,N,Low,ria.barbosa@example.com
32986,Clark,Washougal,98671,2015,NISSAN,LEAF,84,18.0,POINT (-122.35341 45.57923),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),BEV,Y,Low,beatriz.castillo@example.com
32994,Pierce,Roy,98580,2020,TESLA,MODEL 3,322,2.0,POINT (-122.54332 47.00328),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,High,aleksi.laitinen@example.com
32999,Clark,Vancouver,98660,2016,CHEVROLET,VOLT,53,49.0,POINT (-122.67156 45.63248),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,Y,Low,andrea.hunter@example.com
33006,Kittitas,Cle Elum,98922,2020,LAND ROVER,RANGE ROVER SPORT,19,13.0,POINT (-120.93943 47.195),PUGET SOUND ENERGY INC,PHEV,N,Low,silviana.ramos@example.com
33011,Clark,Brush Prairie,98606,2015,TESLA,MODEL S,208,18.0,POINT (-122.54578 45.73473),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),BEV,Y,Mid,enrique.porter@example.com
33012,King,Beaux Arts,98004,2013,NISSAN,LEAF,75,41.0,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,brennan.newman@example.com
33020,Mason,Shelton,98584,2013,TESLA,MODEL S,208,35.0,POINT (-123.10565 47.21248),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,BEV,Y,Mid,milomir.jovanovic@example.com
33022,King,Issaquah,98029,2019,TESLA,MODEL X,289,41.0,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,High,andela.grujic@example.com
33026,Kitsap,Bremerton,98380,2019,NISSAN,LEAF,150,35.0,POINT (-122.81585 47.64509),PUGET SOUND ENERGY INC,BEV,Y,Mid,runar.grov@example.com
33027,Snohomish,Woodway,98020,2018,MERCEDES-BENZ,GLE-CLASS,8,32.0,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,PHEV,N,Low,rawan.waage@example.com
33035,Mason,Belfair,98528,2020,VOLVO,XC60,18,35.0,POINT (-122.82764 47.45054),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,PHEV,N,Low,franklin.harper@example.com
33040,King,Kent,98032,2014,TOYOTA,PRIUS PLUG-IN,6,33.0,POINT (-122.23741 47.3807),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,arsyn.khwty@example.com
33043,Whatcom,Bellingham,98226,2012,TOYOTA,PRIUS PLUG-IN,6,40.0,POINT (-122.49756 48.7999),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,PHEV,N,Low,willie.kim@example.com
33044,Skagit,Anacortes,98221,2020,PORSCHE,TAYCAN,192,40.0,POINT (-122.61214 48.51748),PUGET SOUND ENERGY INC,BEV,Y,Mid,matthew.mitchell@example.com
33046,King,Seattle,98107,2015,BMW,I3,72,43.0,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Low,noah.garnier@example.com
33047,Snohomish,Lake Stevens,98258,2016,FORD,C-MAX,19,44.0,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,PHEV,N,Low,nelli.pollari@example.com
33048,Benton,Kennewick,99337,2016,FORD,FUSION,19,8.0,POINT (-119.141 46.19162),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,PHEV,N,Low,begum.abadan@example.com
33051,Benton,West Richland,99353,2020,CHRYSLER,PACIFICA,32,8.0,POINT (-119.33788 46.2969),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,PHEV,Y,Low,helder.nunes@example.com
33062,King,Kirkland,98033,2022,TOYOTA,RAV4 PRIME,42,48.0,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,elias.poulsen@example.com
33063,Clark,Vancouver,98686,2014,BMW,I3,72,17.0,POINT (-122.62731 45.71668),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,Y,Low,tanish.kaur@example.com
33066,Whatcom,Maple Falls,98266,2018,TESLA,MODEL 3,215,42.0,POINT (-122.07728 48.92369),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,BEV,Y,Mid,olivia.perez@example.com
33068,King,Des Moines,98198,2017,TOYOTA,PRIUS PRIME,25,30.0,POINT (-122.29592 47.40139),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,nonna.kis@example.com
33069,Pierce,Tacoma,98443,2019,CHEVROLET,BOLT EV,238,25.0,POINT (-122.36646 47.19269),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Mid,dominik.nordeng@example.com
33072,Pierce,Puyallup,98373,2022,LINCOLN,CORSAIR,28,25.0,POINT (-122.35051 47.15252),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,N,Low,andrea.campos@example.com
33073,King,Kirkland,98033,2016,FORD,C-MAX,19,48.0,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,hilda.tejada@example.com
33074,Grant,Mattawa,99349,2019,NISSAN,LEAF,150,13.0,POINT (-119.9 46.73777),PUD NO 2 OF GRANT COUNTY,BEV,Y,Mid,antonio.foster@example.com
33080,Thurston,Rochester,98579,2016,FORD,FUSION,19,20.0,POINT (-123.08743 46.82175),PUGET SOUND ENERGY INC,PHEV,N,Low,marcel.khan@example.com
33099,Clallam,Sequim,98382,2014,CHEVROLET,VOLT,38,24.0,POINT (-123.10367 48.07965),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,PHEV,Y,Low,gaute.narvestad@example.com
33104,King,Maple Valley,98038,2019,HYUNDAI,IONIQ,29,5.0,POINT (-122.04526 47.39394),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,greice.monteiro@example.com
33111,Clark,Vancouver,98662,2019,NISSAN,LEAF,150,17.0,POINT (-122.57722 45.64251),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),BEV,Y,Mid,eve.caron@example.com
33121,King,Renton,98057,2014,NISSAN,LEAF,84,37.0,POINT (114.32466 4.17756),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,thim.sauer@example.com
33123,King,Renton,98055,2020,JAGUAR,I-PACE,234,33.0,POINT (-122.21152 47.43954),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,lana.renard@example.com
33127,King,Renton,98059,2020,AUDI,Q5 E,20,11.0,POINT (-122.15771 47.50549),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,nihal.erbulak@example.com
33130,Pierce,Lakewood,98498,2020,HYUNDAI,KONA,258,28.0,POINT (-122.54795 47.17997),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,High,marc.patterson@example.com
33140,Kitsap,Seabeck,98380,2016,PORSCHE,CAYENNE,14,35.0,POINT (-122.81585 47.64509),PUGET SOUND ENERGY INC,PHEV,N,Low,arlinda.oliveira@example.com
33146,King,Renton,98059,2021,AUDI,Q5 E,18,11.0,POINT (-122.15771 47.50549),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,ruslana.knyazevich@example.com
33148,Pierce,Puyallup,98371,2019,CHEVROLET,BOLT EV,238,25.0,POINT (-122.29537 47.19044),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Mid,alisha.solli@example.com
33149,King,Renton,98056,2022,CHRYSLER,PACIFICA,32,41.0,POINT (-122.18463 47.49929),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,emilia.gudmundsen@example.com
33153,Clark,Ridgefield,98642,2022,HYUNDAI,TUCSON,33,17.0,POINT (-122.74595 45.81539),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,Y,Low,mestan.tasci@example.com
33164,King,Seattle,98103,2017,TOYOTA,PRIUS PRIME,25,46.0,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,oscar.horton@example.com
33167,Snohomish,Everett,98201,2021,AUDI,E-TRON SPORTBACK,218,38.0,POINT (-122.20596 47.97659),PUGET SOUND ENERGY INC,BEV,Y,Mid,josefa.suarez@example.com
33168,Pierce,Fife,98424,2019,AUDI,E-TRON,204,25.0,POINT (-122.35686 47.23679),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Mid,apio.rocha@example.com
33171,Thurston,Olympia,98512,2018,TESLA,MODEL 3,215,22.0,POINT (-122.92057 47.0031),PUGET SOUND ENERGY INC,BEV,Y,Mid,dyn.hsyny@example.com
33176,King,Kent,98031,2012,MITSUBISHI,I-MIEV,62,47.0,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,eemil.nikula@example.com
33185,King,Seattle,98144,2019,JAGUAR,I-PACE,234,37.0,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Mid,helmi.molendijk@example.com
33192,King,Vashon,98070,2021,TOYOTA,PRIUS PRIME,25,34.0,POINT (-122.4573 47.44929),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,jeff.harrison@example.com
33193,King,Seattle,98118,2022,VOLVO,XC90,35,37.0,POINT (-122.2668 47.55115),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Low,elyse.vaneeden@example.com
33204,Thurston,Olympia,98513,2014,BMW,I3,81,2.0,POINT (-122.80277 46.99409),PUGET SOUND ENERGY INC,BEV,Y,Low,edith.lambert@example.com
33216,Skamania,Stevenson,98648,2018,TOYOTA,PRIUS PRIME,25,14.0,POINT (-121.88258 45.69417),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF SKAMANIA CO,PHEV,N,Low,christoffer.christensen@example.com
33228,Whitman,Palouse,99161,2022,TOYOTA,PRIUS PRIME,25,9.0,POINT (-117.0768 46.9101),AVISTA CORP,PHEV,N,Low,hunter.roberts@example.com
33234,Clark,Vancouver,98665,2021,JEEP,WRANGLER,21,49.0,POINT (-122.64443 45.67871),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,N,Low,peetu.lahti@example.com
33235,Lewis,Centralia,98531,2019,HYUNDAI,IONIQ,29,20.0,POINT (-122.95298 46.72894),BONNEVILLE POWER ADMINISTRATION||CITY OF CENTRALIA - (WA)|CITY OF TACOMA - (WA),BEV,N,Low,bhr.mwswy@example.com
33238,Clark,Vancouver,98684,2017,PORSCHE,CAYENNE,14,17.0,POINT (-122.5476 45.62832),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,N,Low,seamus.george@example.com
33252,King,Redmond,98053,2012,MITSUBISHI,I-MIEV,62,5.0,POINT (-122.03287 47.68555),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,malou.olsen@example.com
33255,Whatcom,Ferndale,98248,2017,KIA,OPTIMA,29,42.0,POINT (-122.59351 48.84756),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,PHEV,N,Low,mariano.vidal@example.com
33265,King,Snoqualmie,98065,2019,TESLA,MODEL 3,220,5.0,POINT (-121.82432 47.52716),CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP,BEV,Y,Mid,justin.hulsebosch@example.com
33277,King,Seattle,98136,2022,VOLVO,XC60,35,34.0,POINT (-122.38415 47.53755),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Low,duane.hicks@example.com
33282,King,Seattle,98199,2022,PORSCHE,CAYENNE,16,36.0,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,marike.mud@example.com
33296,Lewis,Centralia,98531,2022,TOYOTA,RAV4 PRIME,42,20.0,POINT (-122.95298 46.72894),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,thn.rdyyn@example.com
33315,Spokane,Spangle,99031,2016,TESLA,MODEL X,200,9.0,POINT (-117.38035 47.42909),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,BEV,Y,Mid,noa.skjerdal@example.com
33317,King,Issaquah,98027,2021,AUDI,E-TRON,222,41.0,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,camila.palomo@example.com
33318,Whatcom,Bellingham,98229,2020,TESLA,MODEL 3,266,40.0,POINT (-122.45516 48.74487),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,BEV,Y,High,jaxon.lewis@example.com
33320,Snohomish,Bothell,98012,2011,NISSAN,LEAF,73,44.0,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,BEV,Y,Low,serena.dasilva@example.com
33322,Kitsap,Port Orchard,98366,2014,CHEVROLET,SPARK,82,26.0,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,BEV,Y,Low,katrine.sorensen@example.com
33325,King,Medina,98039,2019,VOLKSWAGEN,E-GOLF,125,48.0,POINT (-122.23892 47.61613),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,mohammad.kugler@example.com
33332,King,Snoqualmie,98065,2013,FIAT,500,87,5.0,POINT (-121.82432 47.52716),CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP,BEV,Y,Low,aino.latvala@example.com
33333,Clark,Vancouver,98665,2017,TESLA,MODEL S,210,49.0,POINT (-122.64443 45.67871),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),BEV,Y,Mid,jade.fortin@example.com
33336,King,Renton,98056,2016,VOLVO,XC90,13,11.0,POINT (-122.18463 47.49929),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,jochen.dyck@example.com
33339,King,Beaux Arts,98004,2014,TESLA,MODEL S,208,41.0,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,allen.mills@example.com
33342,King,Seattle,98144,2019,NISSAN,LEAF,150,11.0,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Mid,aasl.sltnynjd@example.com
33350,Spokane,Medical Lake,99022,2019,NISSAN,LEAF,150,6.0,POINT (-117.68269 47.57261),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,BEV,Y,Mid,kurt.lechner@example.com
33356,King,Seattle,98107,2011,AZURE DYNAMICS,TRANSIT CONNECT ELECTRIC,56,43.0,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Low,stysh.rdyyn@example.com
33362,Skamania,Underwood,98651,2015,TOYOTA,PRIUS PLUG-IN,6,14.0,POINT (-121.52357 45.72902),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF SKAMANIA CO,PHEV,N,Low,zeljka.simeonovic@example.com
33370,Pierce,Tacoma,98444,2017,TESLA,MODEL S,210,29.0,POINT (-122.46495 47.16778),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Mid,orry.ozcelik@example.com
33372,Kitsap,Bainbridge Island,98110,2011,CHEVROLET,VOLT,35,23.0,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,PHEV,Y,Low,arcelia.urena@example.com
33374,Benton,Prosser,99350,2014,SMART,FORTWO ELECTRIC DRIVE,58,16.0,POINT (-119.76877 46.20645),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,BEV,Y,Low,isobel.daniels@example.com
33380,King,Renton,98055,2015,TOYOTA,PRIUS PLUG-IN,6,11.0,POINT (-122.21152 47.43954),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,kristin.reed@example.com
33385,King,Auburn,98002,2014,FORD,C-MAX,19,31.0,POINT (-122.21698 47.28317),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,cleide.dias@example.com
33390,Yakima,Moxee,98936,2015,CHEVROLET,SPARK,82,15.0,POINT (-120.39197 46.55621),PACIFICORP,BEV,Y,Low,martha.burton@example.com
33391,Pierce,Gig Harbor,98332,2017,PORSCHE,CAYENNE,14,26.0,POINT (-122.60302 47.36223),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,N,Low,soumyashree.rajesh@example.com
33397,King,Renton,98057,2019,SUBARU,CROSSTREK,17,37.0,POINT (114.32466 4.17756),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,mavka.kotlyarevskiy@example.com
33401,King,Burien,98146,2015,BMW,I3,81,34.0,POINT (-122.36178 47.49408),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Low,darsh.prabhakaran@example.com
33402,King,Seattle,98119,2018,PORSCHE,CAYENNE,14,36.0,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,kaya.lunder@example.com
33409,Skagit,Anacortes,98221,2020,TESLA,MODEL S,330,40.0,POINT (-122.61214 48.51748),PUGET SOUND ENERGY INC,BEV,Y,High,kasper.hansen@example.com
33418,Snohomish,Bothell,98012,2021,TOYOTA,RAV4 PRIME,42,1.0,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,PHEV,Y,Low,branka.spasojevic@example.com
33419,Spokane,Veradale,99037,2014,FORD,FUSION,19,4.0,POINT (-117.19631 47.65706),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,PHEV,N,Low,mhmdmhdy.qsmy@example.com
33422,Snohomish,Marysville,98271,2017,CHRYSLER,PACIFICA,33,38.0,POINT (-122.19388 48.15353),PUGET SOUND ENERGY INC,PHEV,Y,Low,brandon.curtis@example.com
33423,King,Bellevue,98004,2020,AUDI,E-TRON SPORTBACK,218,41.0,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,jesus.archuleta@example.com
33440,King,Sammamish,98029,2019,VOLVO,XC60,17,5.0,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,frida.johansen@example.com
33463,Pierce,Tacoma,98444,2020,KIA,NIRO,239,29.0,POINT (-122.46495 47.16778),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Mid,eliah.reigstad@example.com
33478,Pierce,Tacoma,98409,2018,FIAT,500,84,29.0,POINT (-122.47554 47.21835),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Low,imogen.morris@example.com
33482,King,Seattle,98117,2020,PORSCHE,TAYCAN,203,36.0,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Mid,eva.williams@example.com
33483,King,Enumclaw,98022,2021,TOYOTA,PRIUS PRIME,25,31.0,POINT (-121.99136 47.20433),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,benas.sandnes@example.com
33509,Snohomish,Snohomish,98296,2016,VOLKSWAGEN,E-GOLF,83,44.0,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,BEV,Y,Low,dana.simmmons@example.com
33519,Snohomish,Lynnwood,98036,2021,VOLVO,XC60,18,32.0,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,PHEV,N,Low,duro.erceg@example.com
33520,Island,Oak Harbor,98277,2017,BMW,X5,14,10.0,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,PHEV,N,Low,viljami.lampi@example.com
33523,Thurston,Olympia,98501,2016,TESLA,MODEL S,210,20.0,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,BEV,Y,Mid,rdyn.sltnynjd@example.com
33531,Clark,Vancouver,98660,2022,AUDI,Q5,22,49.0,POINT (-122.67156 45.63248),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,N,Low,patrick.brown@example.com
33540,King,Seattle,98102,2021,BMW,330E,20,43.0,POINT (-122.32427 47.63433),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,isabella.murray@example.com
33542,Klickitat,Goldendale,98620,2018,HONDA,CLARITY,47,14.0,POINT (-120.82548 45.823),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY,PHEV,Y,Low,layla.warren@example.com
33544,Kitsap,Bainbridge Island,98110,2020,PORSCHE,TAYCAN,192,23.0,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,BEV,Y,Mid,grace.james@example.com
33550,King,Tukwila,98188,2019,FORD,FUSION,26,11.0,POINT (-122.28879 47.44538),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,addison.mackay@example.com
33551,King,Maple Valley,98038,2017,FIAT,500,84,5.0,POINT (-122.04526 47.39394),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,phoebe.miller@example.com
33560,Clark,Vancouver,98685,2021,AUDI,Q5 E,18,18.0,POINT (-122.70303 45.70954),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,N,Low,ruth.bucher@example.com
33562,Whatcom,Glacier,98244,2018,TOYOTA,PRIUS PRIME,25,42.0,POINT (-122.21766 48.8268),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,PHEV,N,Low,kyle.bell@example.com
33583,King,Seattle,98103,2022,HYUNDAI,SANTA FE,31,36.0,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Low,jakub.tvete@example.com
33584,King,Bellevue,98006,2018,MERCEDES-BENZ,GLE-CLASS,8,41.0,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,sina.leclerc@example.com
33589,Spokane,Spokane Valley,99212,2021,JEEP,WRANGLER,21,4.0,POINT (-117.3186 47.6505),BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15,PHEV,N,Low,indalecio.damota@example.com
33591,Snohomish,Everett,98208,2013,TOYOTA,PRIUS PLUG-IN,6,21.0,POINT (-122.18637 47.89252),PUGET SOUND ENERGY INC,PHEV,N,Low,sedef.sepetci@example.com
33607,Whatcom,Bellingham,98229,2017,BMW,I3,81,40.0,POINT (-122.45516 48.74487),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,BEV,Y,Low,mrsn.shylyrd@example.com
33608,Thurston,Olympia,98502,2020,HYUNDAI,KONA,258,22.0,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,BEV,Y,High,volodislav.paprockiy@example.com
33612,Pierce,Tacoma,98402,2016,BMW,X5,14,27.0,POINT (-122.44164 47.25517),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,N,Low,jan-willem.keulers@example.com
33619,Clark,Vancouver,98684,2021,BMW,530E,18,17.0,POINT (-122.5476 45.62832),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,N,Low,kristina.weidmann@example.com
33621,Thurston,Tumwater,98501,2014,FORD,FUSION,19,35.0,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,PHEV,N,Low,jasmine.robinson@example.com
33622,Spokane,Deer Park,99006,2013,CHEVROLET,VOLT,38,7.0,POINT (-117.47154 47.95431),BONNEVILLE POWER ADMINISTRATION||INLAND POWER & LIGHT COMPANY,PHEV,Y,Low,aaliyah.evans@example.com
33623,King,Duvall,98014,2021,MINI,HARDTOP,110,5.0,POINT (-121.91353 47.64901),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,marichka.fialkovich@example.com
33629,King,Seattle,98108,2020,JAGUAR,I-PACE,234,37.0,POINT (-122.30346 47.55379),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Mid,kathy.hart@example.com
33654,Kitsap,Bremerton,98312,2022,AUDI,Q5,23,35.0,POINT (-122.66122 47.56573),PUGET SOUND ENERGY INC,PHEV,N,Low,sarah.garrett@example.com
