,County,City,Postal_Code,Model_Year,Make,Model,Electric_Range,Legislative_District,Vehicle_Location,Electric_Utility,Vehicle_Type,CAFV_Eligibility,Electric_Range_Category,VID,email,gender,dob.age
2016,King,Ravensdale,98051,2012,CHEVROLET,VOLT,35,5.0,POINT (-121.98233 47.35298),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,jona.vanpuffelen@example.com,jona.vanpuffelen@example.com,female,55
2017,King,Kirkland,98034,2015,CHEVROLET,VOLT,38,45.0,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,victor.molina@example.com,victor.molina@example.com,male,60
2018,King,Auburn,98092,2017,FIAT,500,84,47.0,POINT (-122.17663 47.32326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,beatrix.gaillard@example.com,beatrix.gaillard@example.com,female,33
2019,Pierce,Anderson Island,98303,2013,TOYOTA,PRIUS PLUG-IN,6,28.0,POINT (-122.67876 47.17794),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,N,Low,umang.saha@example.com,umang.saha@example.com,male,31
2020,Snohomish,Lynnwood,98037,2017,NISSAN,LEAF,107,21.0,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,BEV,Y,Mid,lumi.perko@example.com,lumi.perko@example.com,female,24
2021,Pierce,Eatonville,98328,2019,NISSAN,LEAF,150,2.0,POINT (-122.26832 46.86733),BONNEVILLE POWER ADMINISTRATION||TOWN OF EATONVILLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Mid,christian.hayes@example.com,christian.hayes@example.com,male,38
2022,Benton,Kennewick,99337,2020,TESLA,MODEL 3,308,8.0,POINT (-119.141 46.19162),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,BEV,Y,High,teresa.sanz@example.com,teresa.sanz@example.com,female,25
2023,Whatcom,Point Roberts,98281,2015,BMW,I3,72,42.0,POINT (-123.05688 48.98867),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,PHEV,Y,Low,raymond.powell@example.com,raymond.powell@example.com,male,22
2024,Clark,Vancouver,98684,2020,TESLA,MODEL S,337,17.0,POINT (-122.5476 45.62832),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),BEV,Y,High,gostyata.grigorishin@example.com,gostyata.grigorishin@example.com,male,41
2025,Pierce,Sumner,98390,2012,CHEVROLET,VOLT,35,31.0,POINT (-122.23972 47.2022),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,duilio.martins@example.com,duilio.martins@example.com,male,34
2026,Kittitas,Ellensburg,98926,2014,BMW,I3,72,13.0,POINT (-120.54872 46.99703),PUGET SOUND ENERGY INC,PHEV,Y,Low,gopika.chiplunkar@example.com,gopika.chiplunkar@example.com,female,22
2027,King,Issaquah,98029,2018,VOLVO,S90,21,5.0,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,heidi.louis@example.com,heidi.louis@example.com,female,55
2028,Thurston,Olympia,98501,2016,FORD,FOCUS,76,22.0,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,BEV,Y,Low,sowmya.patil@example.com,sowmya.patil@example.com,female,54
2029,Pierce,Tacoma,98443,2022,LINCOLN,CORSAIR,28,25.0,POINT (-122.36646 47.19269),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,N,Low,tina.campbell@example.com,tina.campbell@example.com,female,50
2030,Clark,Ridgefield,98642,2016,FIAT,500,84,18.0,POINT (-122.74595 45.81539),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),BEV,Y,Low,harold.stanley@example.com,harold.stanley@example.com,male,28
2031,Snohomish,Edmonds,98026,2022,TOYOTA,RAV4 PRIME,42,21.0,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,PHEV,Y,Low,selesio.novaes@example.com,selesio.novaes@example.com,male,65
2032,King,Kirkland,98033,2018,MINI,COUNTRYMAN,12,45.0,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,vivian.schwan@example.com,vivian.schwan@example.com,female,74
2033,King,Renton,98056,2018,AUDI,A3,16,41.0,POINT (-122.18463 47.49929),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,terry.simmmons@example.com,terry.simmmons@example.com,male,55
2034,Chelan,Chelan,98816,2017,CHEVROLET,BOLT EV,238,12.0,POINT (-120.01454 47.83985),PUD NO 1 OF CHELAN COUNTY,BEV,Y,Mid,swantje.ullrich@example.com,swantje.ullrich@example.com,female,46
2035,King,Issaquah,98027,2019,VOLKSWAGEN,E-GOLF,125,5.0,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,ryan.meunier@example.com,ryan.meunier@example.com,male,61
2036,Snohomish,Lake Stevens,98258,2018,BMW,X5,13,44.0,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,PHEV,N,Low,silje.andersen@example.com,silje.andersen@example.com,female,47
2037,Pierce,University Place,98467,2016,TESLA,MODEL X,200,28.0,POINT (-122.53691 47.20606),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Mid,sphr.hydry@example.com,sphr.hydry@example.com,male,53
2038,Whatcom,Bellingham,98226,2019,FORD,FUSION,26,42.0,POINT (-122.49756 48.7999),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,PHEV,N,Low,tava.kaskiv@example.com,tava.kaskiv@example.com,female,49
2039,King,Snoqualmie,98065,2014,FORD,FUSION,19,5.0,POINT (-121.82432 47.52716),CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP,PHEV,N,Low,topias.huhta@example.com,topias.huhta@example.com,male,61
2040,Whitman,Pullman,99163,2021,HYUNDAI,IONIQ,29,9.0,POINT (-117.18147 46.73015),AVISTA CORP,PHEV,N,Low,raphael.mercier@example.com,raphael.mercier@example.com,male,75
2041,King,Seattle,98105,2019,BMW,530E,15,46.0,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,austin.rogers@example.com,austin.rogers@example.com,male,76
2042,King,Des Moines,98148,2020,TESLA,MODEL 3,322,33.0,POINT (-122.32806 47.46155),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,High,darren.coleman@example.com,darren.coleman@example.com,male,74
2043,Thurston,Olympia,98512,2021,JEEP,WRANGLER,25,35.0,POINT (-122.92057 47.0031),PUGET SOUND ENERGY INC,PHEV,N,Low,akseli.remes@example.com,akseli.remes@example.com,male,53
2044,Snohomish,Mukilteo,98275,2017,BMW,X5,14,21.0,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,PHEV,N,Low,leo.bergeron@example.com,leo.bergeron@example.com,male,34
2045,Clark,Vancouver,98684,2017,AUDI,A3,16,17.0,POINT (-122.5476 45.62832),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,N,Low,necati.menemencioglu@example.com,necati.menemencioglu@example.com,male,45
2046,San Juan,Olga,98279,2015,TESLA,MODEL S,208,40.0,POINT (-122.8357 48.62356),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,BEV,Y,Mid,ines.collazo@example.com,ines.collazo@example.com,female,58
2047,Pierce,Spanaway,98387,2017,NISSAN,LEAF,107,29.0,POINT (-122.41046 47.06512),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Mid,yolanda.baker@example.com,yolanda.baker@example.com,female,54
2048,Kitsap,Bainbridge Island,98110,2019,TOYOTA,PRIUS PRIME,25,23.0,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,PHEV,N,Low,pearl.peterson@example.com,pearl.peterson@example.com,female,43
2049,Thurston,Yelm,98597,2018,TOYOTA,PRIUS PRIME,25,2.0,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,PHEV,N,Low,esma.yorulmaz@example.com,esma.yorulmaz@example.com,female,53
2050,Klickitat,Bz Corner,98672,2021,TOYOTA,RAV4 PRIME,42,14.0,POINT (-121.48704 45.72776),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY,PHEV,Y,Low,victoire.perez@example.com,victoire.perez@example.com,female,27
2051,King,Kirkland,98034,2018,BMW,530E,14,1.0,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,momcilo.stojakovic@example.com,momcilo.stojakovic@example.com,male,33
2052,King,Seattle,98121,2020,NISSAN,LEAF,215,36.0,POINT (-122.34468 47.61578),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Mid,rene.guerrero@example.com,rene.guerrero@example.com,male,74
2053,King,Bellevue,98004,2021,TOYOTA,PRIUS PRIME,25,41.0,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,onal.aykac@example.com,onal.aykac@example.com,male,32
2054,King,Covington,98042,2018,BMW,X5,13,47.0,POINT (-122.09124 47.33778),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,catherine.martin@example.com,catherine.martin@example.com,female,28
2055,Spokane,Spokane,99203,2021,AUDI,E-TRON SPORTBACK,218,6.0,POINT (-117.39322 47.63374),MODERN ELECTRIC WATER COMPANY,BEV,Y,Mid,eirill.habte@example.com,eirill.habte@example.com,female,53
2056,King,Tukwila,98168,2018,BMW,I3,97,11.0,POINT (-122.3317 47.50314),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Low,catherine.porter@example.com,catherine.porter@example.com,female,58
2057,King,Seattle,98136,2019,HYUNDAI,KONA,258,34.0,POINT (-122.38415 47.53755),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,High,lucas.abraham@example.com,lucas.abraham@example.com,male,59
2058,Pierce,Tacoma,98403,2020,TOYOTA,PRIUS PRIME,25,27.0,POINT (-122.45691 47.26496),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,N,Low,mhmdmhdy.glshn@example.com,mhmdmhdy.glshn@example.com,male,68
2059,King,Shoreline,98177,2021,AUDI,Q5 E,18,32.0,POINT (-122.36498 47.72238),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,mirogost.korniychuk@example.com,mirogost.korniychuk@example.com,male,22
2060,Whatcom,Ferndale,98248,2015,CHEVROLET,VOLT,38,42.0,POINT (-122.59351 48.84756),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,PHEV,Y,Low,leona.rodriguez@example.com,leona.rodriguez@example.com,female,51
2061,Okanogan,Omak,98841,2020,TESLA,MODEL 3,308,12.0,POINT (-119.52724 48.41078),PUD NO 1 OF OKANOGAN COUNTY,BEV,Y,High,ary.khmrw@example.com,ary.khmrw@example.com,male,36
2062,Whatcom,Maple Falls,98266,2012,FORD,FOCUS,76,42.0,POINT (-122.07728 48.92369),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,BEV,Y,Low,leanne.roy@example.com,leanne.roy@example.com,female,61
2063,Clark,Battle Ground,98604,2015,FORD,C-MAX,19,18.0,POINT (-122.5331 45.78092),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,N,Low,amanda.lakso@example.com,amanda.lakso@example.com,female,36
2064,Kitsap,Olalla,98359,2018,CHRYSLER,PACIFICA,33,26.0,POINT (-122.54729 47.42602),PUGET SOUND ENERGY INC,PHEV,Y,Low,debora.santillan@example.com,debora.santillan@example.com,female,36
2065,Snohomish,Edmonds,98026,2022,LINCOLN,AVIATOR,21,21.0,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,PHEV,N,Low,rostun.moysiienko@example.com,rostun.moysiienko@example.com,male,44
2066,King,Bellevue,98005,2016,PORSCHE,CAYENNE,14,41.0,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,alejandra.bravo@example.com,alejandra.bravo@example.com,female,47
2067,Pierce,Lakewood,98498,2013,FORD,C-MAX,19,28.0,POINT (-122.54795 47.17997),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,alex.robinson@example.com,alex.robinson@example.com,male,68
2068,King,Seattle,98107,2019,BMW,I3,153,36.0,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Mid,fabien.dumont@example.com,fabien.dumont@example.com,male,48
2069,Pierce,Puyallup,98372,2022,VOLVO,XC60,35,25.0,POINT (-122.28556 47.18709),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,sergio.perez@example.com,sergio.perez@example.com,male,47
2070,Franklin,Pasco,99301,2018,TESLA,MODEL 3,215,9.0,POINT (-119.09467 46.23542),"BONNEVILLE POWER ADMINISTRATION||BIG BEND ELECTRIC COOP, INC",BEV,Y,Mid,charlie.french@example.com,charlie.french@example.com,female,38
2071,King,Normandy Park,98166,2018,BMW,I3,97,33.0,POINT (-122.34118 47.46665),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,gilbert.boyd@example.com,gilbert.boyd@example.com,male,75
2072,Snohomish,Arlington,98223,2014,BMW,I3,72,39.0,POINT (-122.1264 48.19471),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,PHEV,Y,Low,stanko.tripkovic@example.com,stanko.tripkovic@example.com,male,50
2073,Pierce,Tacoma,98444,2015,NISSAN,LEAF,84,29.0,POINT (-122.46495 47.16778),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Low,shyn.rdyyn@example.com,shyn.rdyyn@example.com,male,65
2074,Spokane,Spokane,99217,2012,TESLA,MODEL S,265,4.0,POINT (-117.37056 47.70402),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,BEV,Y,High,josef.arnold@example.com,josef.arnold@example.com,male,75
2075,King,Bellevue,98008,2014,FORD,C-MAX,19,48.0,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,hsty.glshn@example.com,hsty.glshn@example.com,female,41
2076,Snohomish,Edmonds,98026,2020,TESLA,MODEL S,337,21.0,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,BEV,Y,High,leon.russell@example.com,leon.russell@example.com,male,69
2077,Pierce,South Hill,98375,2014,CHEVROLET,VOLT,38,25.0,POINT (-122.30116 47.1165),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,PHEV,Y,Low,hudson.jean-baptiste@example.com,hudson.jean-baptiste@example.com,male,45
2078,King,Renton,98055,2016,FORD,FUSION,19,33.0,POINT (-122.21152 47.43954),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,olaf.bashir@example.com,olaf.bashir@example.com,male,66
2079,King,Seattle,98125,2021,VOLVO,XC60,18,46.0,POINT (-122.3026 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,aleksa.ivkov@example.com,aleksa.ivkov@example.com,female,48
2080,Douglas,Bridgeport Bar,98812,2019,TESLA,MODEL 3,220,12.0,POINT (-119.78093 48.09967),PUD NO 1 OF DOUGLAS COUNTY,BEV,Y,Mid,leandre.fournier@example.com,leandre.fournier@example.com,male,31
2081,King,Seattle,98125,2021,MINI,COUNTRYMAN,17,46.0,POINT (-122.3026 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,sophia.guerin@example.com,sophia.guerin@example.com,female,25
2082,Snohomish,Everett,98208,2018,KIA,NIRO,26,44.0,POINT (-122.18637 47.89252),PUGET SOUND ENERGY INC,PHEV,N,Low,olivia.andersen@example.com,olivia.andersen@example.com,female,44
2083,Thurston,Yelm,98597,2015,NISSAN,LEAF,84,20.0,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,BEV,Y,Low,katie.ferguson@example.com,katie.ferguson@example.com,female,70
2084,Franklin,Mesa,99343,2023,KIA,SPORTAGE,34,9.0,POINT (-119.00503 46.57833),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY,PHEV,Y,Low,siham.hoie@example.com,siham.hoie@example.com,female,68
2085,Snohomish,Granite Falls,98252,2013,CHEVROLET,VOLT,38,39.0,POINT (-121.96931 48.08157),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,PHEV,Y,Low,aw.mwswy@example.com,aw.mwswy@example.com,female,41
2086,Pierce,Tacoma,98422,2019,VOLVO,XC60,17,27.0,POINT (-122.41666 47.30682),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,N,Low,magdalena.santos@example.com,magdalena.santos@example.com,female,27
2087,Snohomish,Everett,98204,2015,TESLA,MODEL S,208,21.0,POINT (-122.25527 47.90456),PUGET SOUND ENERGY INC,BEV,Y,Mid,hanae.schmitt@example.com,hanae.schmitt@example.com,female,67
2088,King,Seattle,98122,2014,TOYOTA,PRIUS PLUG-IN,6,37.0,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,pooja.nagane@example.com,pooja.nagane@example.com,female,35
2089,Island,Langley,98260,2017,BMW,I3,81,10.0,POINT (-122.40618 48.0399),PUGET SOUND ENERGY INC,BEV,Y,Low,antonietta.moulin@example.com,antonietta.moulin@example.com,female,65
2090,Snohomish,Lake Stevens,98258,2022,MINI,COUNTRYMAN,17,44.0,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,PHEV,N,Low,nara.dasneves@example.com,nara.dasneves@example.com,female,70
2091,Pierce,Fife,98424,2020,TESLA,MODEL 3,308,25.0,POINT (-122.35686 47.23679),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,High,malon.waterschoot@example.com,malon.waterschoot@example.com,female,58
2092,King,Seattle,98146,2021,FORD,ESCAPE,38,34.0,POINT (-122.36178 47.49408),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Low,dyn.shylyrd@example.com,dyn.shylyrd@example.com,female,46
2093,Clallam,Port Angeles,98362,2017,NISSAN,LEAF,107,24.0,POINT (-123.4313 48.11872),BONNEVILLE POWER ADMINISTRATION||CITY OF PORT ANGELES - (WA),BEV,Y,Mid,melina.vigre@example.com,melina.vigre@example.com,female,70
2094,Pierce,University Place,98467,2014,FORD,C-MAX,19,29.0,POINT (-122.53691 47.20606),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,N,Low,burim.gauthier@example.com,burim.gauthier@example.com,male,22
2095,Thurston,Tenino,98589,2014,FORD,FUSION,19,20.0,POINT (-122.85135 46.85752),PUGET SOUND ENERGY INC,PHEV,N,Low,desimir.serbedzija@example.com,desimir.serbedzija@example.com,male,78
2096,Skagit,Sedro-Woolley,98284,2012,CHEVROLET,VOLT,35,39.0,POINT (-122.23857 48.50858),PUGET SOUND ENERGY INC,PHEV,Y,Low,beatriz.guerrero@example.com,beatriz.guerrero@example.com,female,53
2097,King,Seatac,98188,2017,FIAT,500,84,33.0,POINT (-122.28879 47.44538),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,mestan.tasli@example.com,mestan.tasli@example.com,female,68
2098,King,Seattle,98117,2019,BMW,740E,14,36.0,POINT (-122.38418 47.70044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,afsar.baykam@example.com,afsar.baykam@example.com,female,28
2099,King,Renton,98058,2022,JEEP,WRANGLER,22,11.0,POINT (-122.08747 47.4466),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,dominic.hoyer@example.com,dominic.hoyer@example.com,male,23
2100,King,Seattle,98136,2022,VOLVO,S60,41,34.0,POINT (-122.38415 47.53755),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Low,nieves.flores@example.com,nieves.flores@example.com,female,29
2101,King,Kent,98042,2017,CHEVROLET,BOLT EV,238,5.0,POINT (-122.09124 47.33778),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,enora.mathieu@example.com,enora.mathieu@example.com,female,59
2102,King,Seattle,98146,2021,HYUNDAI,IONIQ,29,34.0,POINT (-122.36178 47.49408),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,jacob.walker@example.com,jacob.walker@example.com,male,34
2103,Snohomish,Mountlake Terrace,98043,2019,MINI,COUNTRYMAN,12,1.0,POINT (-122.31111 47.78803),PUGET SOUND ENERGY INC,PHEV,N,Low,marie-claude.rodriguez@example.com,marie-claude.rodriguez@example.com,female,32
2104,King,Woodinville,98072,2018,CHEVROLET,VOLT,53,45.0,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,devon.bell@example.com,devon.bell@example.com,male,53
2105,Clark,Vancouver,98682,2017,TESLA,MODEL X,200,18.0,POINT (-122.55149 45.69345),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),BEV,Y,Mid,avery.thompson@example.com,avery.thompson@example.com,female,53
2106,Snohomish,Everett,98204,2022,BMW,X5,30,38.0,POINT (-122.25527 47.90456),PUGET SOUND ENERGY INC,PHEV,Y,Low,alison.wheeler@example.com,alison.wheeler@example.com,female,56
2107,Yakima,Yakima,98908,2021,VOLVO,XC90,18,14.0,POINT (-120.56916 46.58514),PACIFICORP,PHEV,N,Low,troy.phillips@example.com,troy.phillips@example.com,male,43
2108,Clark,Vancouver,98663,2021,BMW,X5,30,49.0,POINT (-122.64695 45.65675),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,Y,Low,luukas.maki@example.com,luukas.maki@example.com,male,44
2109,King,Carnation,98014,2020,TESLA,MODEL S,337,5.0,POINT (-121.91353 47.64901),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,High,ashley.robertson@example.com,ashley.robertson@example.com,female,64
2110,King,Shoreline,98155,2017,FIAT,500,84,32.0,POINT (-122.31327 47.75736),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Low,maddison.lambert@example.com,maddison.lambert@example.com,female,35
2111,Whatcom,Maple Falls,98266,2015,CHEVROLET,VOLT,38,42.0,POINT (-122.07728 48.92369),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,PHEV,Y,Low,gilbert.miles@example.com,gilbert.miles@example.com,male,28
2112,Snohomish,Edmonds,98020,2019,VOLVO,XC60,17,21.0,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,PHEV,N,Low,enrique.kuhn@example.com,enrique.kuhn@example.com,male,61
2113,King,Bellevue,98004,2020,BMW,I3,153,41.0,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,mina.voss@example.com,mina.voss@example.com,female,53
2114,King,Seattle,98115,2019,TOYOTA,PRIUS PRIME,25,43.0,POINT (-122.31765 47.70013),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,cristal.tafoya@example.com,cristal.tafoya@example.com,female,33
2115,King,Kirkland,98033,2015,CHEVROLET,VOLT,38,48.0,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,philip.slawa@example.com,philip.slawa@example.com,male,70
2116,Clark,Ridgefield,98642,2020,TESLA,MODEL 3,322,17.0,POINT (-122.74595 45.81539),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),BEV,Y,High,eliot.simon@example.com,eliot.simon@example.com,male,74
2117,Pierce,Puyallup,98372,2016,TESLA,MODEL S,210,25.0,POINT (-122.28556 47.18709),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,elif.tugluk@example.com,elif.tugluk@example.com,female,27
2118,Walla Walla,Walla Walla,99362,2020,TESLA,MODEL X,289,16.0,POINT (-118.34261 46.07068),PACIFICORP,BEV,Y,High,luc.dupuis@example.com,luc.dupuis@example.com,male,29
2119,Snohomish,Lynnwood,98037,2022,VOLVO,XC90,35,21.0,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,PHEV,Y,Low,espartaco.villareal@example.com,espartaco.villareal@example.com,male,37
2120,Spokane,Spokane,99202,2016,FORD,FUSION,19,3.0,POINT (-117.3797 47.65548),MODERN ELECTRIC WATER COMPANY,PHEV,N,Low,brad.mason@example.com,brad.mason@example.com,male,52
2121,Skagit,Sedro Woolley,98284,2022,KIA,SORENTO,32,39.0,POINT (-122.23857 48.50858),PUGET SOUND ENERGY INC,PHEV,Y,Low,umang.saha@example.com,umang.saha@example.com,male,31
2122,King,Sammamish,98029,2018,BMW,I3,114,5.0,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,wieslaw.lautenschlager@example.com,wieslaw.lautenschlager@example.com,male,29
2123,King,Seattle,98134,2021,VOLVO,XC90,18,11.0,POINT (-122.32738 47.58616),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,ellie.ryan@example.com,ellie.ryan@example.com,female,23
2124,San Juan,Lopez Island,98261,2016,PORSCHE,CAYENNE,14,40.0,POINT (-122.91395 48.52342),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,PHEV,N,Low,ysmn.sdr@example.com,ysmn.sdr@example.com,female,29
2125,Pierce,Lakewood,98499,2017,CHEVROLET,BOLT EV,238,29.0,POINT (-122.51495 47.16195),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Mid,shraddha.andrade@example.com,shraddha.andrade@example.com,female,24
2126,Snohomish,Snohomish,98296,2016,MERCEDES-BENZ,GLE-CLASS,10,1.0,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,PHEV,N,Low,aiden.douglas@example.com,aiden.douglas@example.com,male,49
2127,Pierce,Puyallup,98371,2017,TESLA,MODEL S,210,25.0,POINT (-122.29537 47.19044),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,jeppe.moller@example.com,jeppe.moller@example.com,male,41
